architecture,architecture_id,noise_case,noise_std,noise_std_percent,model_type,mse_all_mean,mse_all_std,rmse_all_mean,rmse_all_std,mse_O2X_mean,mse_O2X_std,rmse_O2X_mean,rmse_O2X_std,mse_O2plus_mean,mse_O2plus_std,rmse_O2plus_mean,rmse_O2plus_std,mse_ne_mean,mse_ne_std,rmse_ne_mean,rmse_ne_std,phys_rmse_P_mean,phys_rmse_P_std,phys_rmse_I_mean,phys_rmse_I_std,phys_rmse_ne_mean,phys_rmse_ne_std,projection_failures_mean,projection_failures_std,resampled_impossible_values_mean,resampled_impossible_values_std,outside_domain_fraction_any_mean,outside_domain_fraction_any_std,outside_domain_fraction_P_mean,outside_domain_fraction_P_std,outside_domain_fraction_I_mean,outside_domain_fraction_I_std,outside_domain_fraction_R_mean,outside_domain_fraction_R_std,actual_abs_noise_mean_P_percent_mean,actual_abs_noise_mean_P_percent_std,actual_abs_noise_mean_I_percent_mean,actual_abs_noise_mean_I_percent_std,actual_abs_noise_mean_R_percent_mean,actual_abs_noise_mean_R_percent_std,n_valid_mean,n_valid_std
"[30, 30]",30_30,P_only,0.1,10.0,NN,0.004019422174179908,0.0001274703493773474,0.06339136935705222,0.0010033969764281358,0.00607748482536716,0.0005100894199529922,0.07789138124856806,0.003311471696578773,0.004027223907033666,0.00013845653807734748,0.06345144457708293,0.0010945261483924415,0.0038815708198852218,0.00014138814667784792,0.062292373787848056,0.0011383218304717275,0.020203042985416288,0.0014873389618542264,0.1924234202347224,0.00316545197775587,0.009355878024933685,0.00015143530290567393,0.0,0.0,0.0,0.0,0.0315,0.009395469855263737,0.0315,0.009395469855263737,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,0.0,0.0,300.0,0.0
"[30, 30]",30_30,P_only,0.1,10.0,NN_projection,0.003816984686866149,0.00012695583586551796,0.06177366599819367,0.0010254015951457068,0.006280295024858706,0.0004876940991980493,0.07919018233220912,0.003113645189903955,0.0017907145840251096,3.632119123133391e-05,0.04231476133370852,0.0004298803951113846,0.0013379566703035702,4.0863801281161646e-05,0.03657399791229593,0.0005613395772549752,2.408327774607447e-06,1.6800950003700872e-08,1.889696205491121e-09,1.7903517142791647e-10,0.010126518616454108,0.0002216874756722771,0.0,0.0,0.0,0.0,0.0315,0.009395469855263737,0.0315,0.009395469855263737,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,0.0,0.0,300.0,0.0
"[30, 30]",30_30,R_only,0.005,0.5,NN,0.0027968962494218466,5.09099560356234e-06,0.05288566959501749,4.81325853991386e-05,0.0003952507063829375,1.3929428701792164e-06,0.01988088379933719,3.5029914877441694e-05,0.003973627253701029,1.921458950263775e-05,0.06303653860682645,0.00015236442155425965,0.0038479171478602624,1.974822265107163e-05,0.06203138785444923,0.00015917124558991578,0.017867277235332303,1.6822572773655517e-05,0.19071347918323828,0.00043232486240825016,0.009246516939883006,7.322440945854096e-05,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,300.0,0.0
"[30, 30]",30_30,R_only,0.005,0.5,NN_projection,0.0025685551921626115,4.38048020866076e-06,0.050680897961696024,4.3212556252322116e-05,0.00021919458237168037,8.244108886058239e-07,0.014805196591731287,2.783885714289801e-05,0.0017625097938025517,2.3791170957032527e-05,0.04198134590801092,0.0002835666717976463,0.001324586800763312,2.1322664143069608e-05,0.03639375145230555,0.0002931785716300496,2.411271352361417e-06,3.980670703903757e-09,1.8577631293825838e-09,1.2212581270386609e-10,0.01003418453164367,8.338505166707646e-05,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,300.0,0.0
"[30, 30]",30_30,R_only,0.01,1.0,NN,0.002812849030309767,1.0231906632113696e-05,0.05303621584646061,9.645832155400999e-05,0.00039716833799175393,2.747492724744982e-06,0.019928969509103188,6.891869343381787e-05,0.0039967609290962255,3.8633245247654285e-05,0.06321924022104974,0.00030538150330447283,0.0038693550048290773,3.980052542055619e-05,0.06220335835234764,0.0003198922820365759,0.01787080641350531,3.320662288317786e-05,0.19089716468165333,0.0008788041442813719,0.009274788608949865,0.00014652953003898146,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,300.0,0.0
"[30, 30]",30_30,R_only,0.01,1.0,NN_projection,0.0025848172399655354,8.850933965296118e-06,0.05084102718113862,8.702771645213101e-05,0.00022086875485315336,1.6623843282546751e-06,0.014861553919547518,5.5912991948239954e-05,0.0017894969358632756,4.7807480426142375e-05,0.04229884855435938,0.0005660080329029958,0.0013486782639710515,4.3026321910217535e-05,0.036719900159763265,0.0005868705838412632,2.4114653357527034e-06,7.91221977328224e-09,1.867107386108853e-09,1.6358062112959556e-10,0.010066876290873246,0.00016673288727700252,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,300.0,0.0
"[30, 30]",30_30,R_only,0.02,2.0,NN,0.0028734813919039574,2.101992953364178e-05,0.05360452302589229,0.00019602113350281988,0.0004040813751859288,5.40548850673677e-06,0.020101348812266467,0.00013436444361401912,0.004080351119900206,7.868308545187125e-05,0.06387481108105361,0.0006152699535183838,0.003948495972594962,8.13796584710087e-05,0.06283389024631521,0.0006474314505288962,0.017883190088544734,6.568533220740638e-05,0.19165476736262846,0.0017985794019692914,0.009347034295397011,0.0002955013622257075,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,300.0,0.0
"[30, 30]",30_30,R_only,0.02,2.0,NN_projection,0.0026470192625952767,1.8384732460073407e-05,0.0514488966074199,0.00017859237413366414,0.00022730684575670047,3.415811850867888e-06,0.015076295024975688,0.00011320255062095178,0.0018855594262890123,9.693708744317644e-05,0.04340929976368441,0.0011202068961161224,0.0014368141448655592,8.794678735845434e-05,0.037888325895636725,0.0011647930430960752,2.4137055917037623e-06,1.5633343983762447e-08,1.798218444854412e-09,1.661593251406181e-10,0.010150529599131182,0.0003345054911114733,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,300.0,0.0
"[30, 30]",30_30,R_only,0.05,5.0,NN,0.003288467565478554,6.29744324715522e-05,0.057342670942911025,0.0005483512239648586,0.0004493478616228859,1.299568793586038e-05,0.021195732974454137,0.00030567491938413737,0.0046361990576937444,0.0002193584515231882,0.06807162648603948,0.001606803049822187,0.004482228991423076,0.00022800379169585967,0.06692892724307867,0.0017006777329418405,0.017950000977960522,0.00015876601969609232,0.19714827162923482,0.005316301973819683,0.009694098441338438,0.0007771960058705287,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,300.0,0.0
"[30, 30]",30_30,R_only,0.05,5.0,NN_projection,0.003075377194706411,5.653356435694693e-05,0.05545386255146072,0.0005092025035219646,0.0002717579573014217,9.964920701852405e-06,0.01648245909430338,0.00030174842438445375,0.0025224239481573844,0.00026218851987856994,0.05015827865953271,0.0026299950110119765,0.002033000210880722,0.00024310821259276456,0.04501083430096885,0.0027193277829269183,2.435487689088222e-06,3.83572563730674e-08,1.7810084417136464e-09,2.2260429783096655e-10,0.010553821730942912,0.0008644119915243075,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,300.0,0.0
"[30, 30]",30_30,R_only,0.1,10.0,NN,0.00480283990430472,0.0001996094727912582,0.06928839535330499,0.0014357003311510725,0.0006119713723123517,2.9892880190133545e-05,0.024731103167463072,0.00060167173481342,0.006661076075367113,0.0005918554564720891,0.08153976408919093,0.0036045216700258424,0.006442527345279893,0.0006107050416701855,0.08018058445246493,0.0037837912122536343,0.01817522757676525,0.0003397484635918938,0.21800732310546947,0.015431172811903588,0.010739700853865471,0.0017635165736719092,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,300.0,0.0
"[30, 30]",30_30,R_only,0.1,10.0,NN_projection,0.004657439259021468,0.0001828275619368105,0.06823298055168119,0.001337564186502982,0.0004343493074462931,2.8959645239418043e-05,0.020830000132551443,0.00069615630746334,0.0049231734782050115,0.0006914445010819174,0.06999920322531121,0.004950813439446357,0.004313882874766034,0.0006615307480146752,0.06549487165243688,0.0050580485103970205,2.524436309724717e-06,7.891267771782526e-08,1.6766433270848818e-09,1.55616743915574e-10,0.011765380781768722,0.0019023078930046895,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,300.0,0.0
"[30, 30]",30_30,clean,0.0,0.0,NN,0.002790505556748179,,0.05282523598383805,,0.00039431686524847207,,0.01985741335744593,,0.003962985282127589,,0.06295224604513797,,0.003838591268414148,,0.06195636584253589,,0.017864979192033184,,0.19067014373659574,,0.009223679449436452,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300.0,
"[30, 30]",30_30,clean,0.0,0.0,NN_projection,0.002562160460464759,,0.050617787984707105,,0.00021853932356469637,,0.014783075578670915,,0.0017494853279338214,,0.04182684936657101,,0.00131373516351282,,0.036245484732761124,,2.4116891550984785e-06,,1.7560431889288433e-09,,0.010007641540531848,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300.0,
"[50, 50]",50_50,I_only,0.005,0.5,NN,0.002418230060669292,3.4112006947656486e-06,0.04917549102713609,3.4685190992939106e-05,0.0002646733342312916,1.7951012305944907e-06,0.016268695390507563,5.5102986541339474e-05,0.0031202020014827712,1.2824275568626787e-05,0.05585865630421229,0.0001147875413056786,0.003115523774888506,1.3896585091966462e-05,0.055816745309797466,0.00012446901837560024,0.014006583764667981,2.8961952046185187e-05,0.1652928254713864,0.00020992921448857163,0.007147573042295565,5.397154800032404e-05,0.0,0.0,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.005,0.5,NN_projection,0.002248069256249962,2.9050577598596488e-06,0.04741379930568686,3.0636236045773615e-05,0.00015769618219744276,1.3309118473198082e-06,0.012557608159466377,5.291015966738912e-05,0.0015716872947251041,1.3152350339739785e-05,0.039644182111101975,0.00016581367757016095,0.0011261142395034326,1.2025308291440447e-05,0.033557171807114504,0.000179061328017537,2.4065018146959195e-06,2.707146394151778e-09,1.7828259825995084e-09,7.274224744077937e-11,0.009579717822953401,5.662276503116187e-05,0.0,0.0,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.01,1.0,NN,0.0024225603890520968,6.7901053139306644e-06,0.049219466356438514,6.89823739040341e-05,0.0002679074628810577,3.701058149264553e-06,0.016367510124457384,0.00011274193560921022,0.00312431382415094,2.5555484795913058e-05,0.05589511772453298,0.00022858537858736782,0.0031208969572801074,2.7641992102432066e-05,0.0558644684801168,0.00024734104761601453,0.014004620295259135,5.761102930988857e-05,0.16532153883248507,0.00041459820763873267,0.007135609178840823,0.0001070475290249742,0.0,0.0,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.01,1.0,NN_projection,0.002252421068867636,5.807295691931005e-06,0.04745964087938187,6.11853761471406e-05,0.00016113956457092148,2.712954840915493e-06,0.012693651707624118,0.00010647903896917313,0.0015746013478799773,2.6322959665340477e-05,0.039679931833740224,0.0003314363473174093,0.0011305917712547853,2.4011743146254804e-05,0.03362247689288281,0.00035661986594426326,2.4070881678352255e-06,5.416488300118041e-09,1.766032744937254e-09,9.630551772174434e-11,0.009566771472571416,0.00011227867440049659,0.0,0.0,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.02,2.0,NN,0.0024415174395949774,1.3551706019079675e-05,0.0494115327806666,0.0001371432600462772,0.0002818618955149603,7.910242202524362e-06,0.016787194313504422,0.00023396489976316978,0.0031454616408171307,5.0816590351570034e-05,0.05608267732485006,0.0004529957521354552,0.003145516975671244,5.480313739952779e-05,0.05608288903904598,0.0004883190343039187,0.014001432448195173,0.00011605700924101735,0.165468469749307,0.000817065388973034,0.007118129895926181,0.00021202230867912135,0.0,0.0,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.02,2.0,NN_projection,0.0022714003281778775,1.172332363306799e-05,0.04765905953019656,0.0001230013909125443,0.00017568046428356244,5.7280347744915216e-06,0.01325280597762303,0.00021422566321706071,0.0015926937482868332,5.292700705837425e-05,0.039903346820038724,0.0006622615531476645,0.0011529189534507833,4.814401320820937e-05,0.03394766095657005,0.0007073069969615153,2.4087024303477096e-06,1.0810346696481027e-08,1.7381942292781002e-09,1.2839682727377086e-10,0.009545563719967357,0.00022296768795638142,0.0,0.0,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.05,5.0,NN,0.002581016287626528,3.51944934036389e-05,0.05080258214981333,0.00034631068800737433,0.00038475022987445346,2.448640392720412e-05,0.019605996655087134,0.0006114047975686708,0.0033100381339215474,0.00012735348612533993,0.057522815005837794,0.0011068626718938241,0.0033292613117103373,0.00013677992255658054,0.057688218447359454,0.001183555784411975,0.014008183964475058,0.00027538171465059944,0.16653635557126087,0.0020555896249527463,0.007125412428111799,0.0005232099323482458,0.0,0.0,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.05,5.0,NN_projection,0.0024109547247954844,3.184525417366999e-05,0.049100457263327575,0.0003241528678140353,0.0002813271083645559,1.8387587041195726e-05,0.016764666253659632,0.0005361399738302761,0.0017446381716201876,0.00013697031236528626,0.041738360581312875,0.0016375294628109128,0.001326428673460336,0.00012452286048427163,0.03638229032164342,0.0017037495528787255,2.4172262804850025e-06,2.6611012112871325e-08,1.8523626147068108e-09,1.4651511617754625e-10,0.009523967487023687,0.0005532917128344928,0.0,0.0,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.1,10.0,NN,0.003095646208280698,8.26546154209977e-05,0.0556338399341952,0.0007413092664121055,0.0007721710514180761,7.173299091855443e-05,0.02776106159983997,0.00125426022145435,0.003916327671630568,0.00026998278145435754,0.0625451102953917,0.002161103462745476,0.003995129955072519,0.00028617526302390827,0.06316862822487093,0.0022604990740421283,0.014081626886151926,0.000486472084204436,0.1707497708988563,0.004379665678179657,0.007291695286047726,0.0010469757995511988,0.0,0.0,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,300.0,0.0
"[50, 50]",50_50,I_only,0.1,10.0,NN_projection,0.0029260083980519372,8.035946876312805e-05,0.05408777469946237,0.000740573115290414,0.0006737260326379131,5.990486851030748e-05,0.025933047193317894,0.0011253518313281681,0.0023213078068563247,0.0003032108386321717,0.04808182344789437,0.003153287471135699,0.0019676900247294197,0.00028094028053139583,0.04425104609840564,0.003168088237440539,2.443032005738364e-06,5.1535950500240615e-08,1.895980192139861e-09,1.7318762406980197e-10,0.009606343993004494,0.0011124712427897476,0.0,0.0,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,300.0,0.0
"[50, 50]",50_50,P_I_R,0.005,0.5,NN,0.002432304514404789,9.408988567621221e-06,0.04931831176821818,9.535936253123908e-05,0.0002830707945799176,8.49310910929342e-06,0.01682291057839102,0.0002523036002770098,0.0031356080489028347,3.3827680028038674e-05,0.05599572810102073,0.0003017202248722717,0.00312927931900494,3.4788412226979344e-05,0.05593914255253744,0.00031060127060400863,0.014003220921497883,5.827666993287051e-05,0.16536972231828254,0.0005294189677370426,0.007196501308524822,7.6114695220836e-05,0.0,0.0,0.0,0.0,0.0075,0.006105792475542053,0.003,0.002840805420755968,0.0001666666666666667,0.00074535599249993,0.004333333333333333,0.004060939308851518,0.39968278070243507,0.012777413773855254,0.39667287051054395,0.019435706768713267,0.4005584882920882,0.0189222755896494,300.0,0.0
"[50, 50]",50_50,P_I_R,0.005,0.5,NN_projection,0.0022621947450098844,7.719065413790932e-06,0.04756246940070717,8.110757429992628e-05,0.00017609994173964437,7.161758401053577e-06,0.01326766914438204,0.00026930165996530273,0.0015956452844199866,2.7991221286394912e-05,0.03994407587704436,0.0003495662709684677,0.0011461418313002078,2.831590057082539e-05,0.03385226940946402,0.0004176212452681504,2.4053568751553944e-06,5.556449731273034e-09,1.9101761861020047e-09,8.809332371244666e-11,0.009634718094667937,8.826605374982185e-05,0.0,0.0,0.0,0.0,0.0075,0.006105792475542053,0.003,0.002840805420755968,0.0001666666666666667,0.00074535599249993,0.004333333333333333,0.004060939308851518,0.39968278070243507,0.012777413773855254,0.39667287051054395,0.019435706768713267,0.4005584882920882,0.0189222755896494,300.0,0.0
"[50, 50]",50_50,P_I_R,0.01,1.0,NN,0.002466164831103195,1.9392926913289528e-05,0.04966013143356348,0.00019514395332961214,0.00033417359556638473,1.781476186612728e-05,0.018274261481307667,0.0004866241164546883,0.0031679117958791267,6.977675282282688e-05,0.05628097792592248,0.0006184186803144449,0.003160836210736686,7.170921451654853e-05,0.0562178942141523,0.000636256207139798,0.014009185027051249,0.00011652923013843023,0.1655834776871758,0.0010660424996549029,0.007237260924664419,0.00015558932040654952,0.0,0.0,0.0,0.0,0.01566666666666667,0.0046010423431299624,0.005,0.002961744388795462,0.0021666666666666666,0.002483866067901982,0.0085,0.00411458680324082,0.7993655614048701,0.025554827547710508,0.7933457410210879,0.038871413537426534,0.8011169765841764,0.0378445511792988,300.0,0.0
"[50, 50]",50_50,P_I_R,0.01,1.0,NN_projection,0.002296446566736923,1.5980810324319366e-05,0.04792097871587791,0.00016659326232564518,0.0002288264217519999,1.543170274261124e-05,0.015118868826676199,0.0005091036020699744,0.0016363420063005088,5.8419087318369404e-05,0.04044565908742327,0.0007186736939404311,0.0011836662531879382,5.8841688628902966e-05,0.034394410823287876,0.0008527091852234887,2.4053449382610816e-06,1.1031247502967465e-08,2.0104036345983047e-09,1.198491090800539e-10,0.009681031039518024,0.00017943832951275288,0.0,0.0,0.0,0.0,0.01566666666666667,0.0046010423431299624,0.005,0.002961744388795462,0.0021666666666666666,0.002483866067901982,0.0085,0.00411458680324082,0.7993655614048701,0.025554827547710508,0.7933457410210879,0.038871413537426534,0.8011169765841764,0.0378445511792988,300.0,0.0
"[50, 50]",50_50,P_I_R,0.02,2.0,NN,0.002590650688563868,4.161738650914755e-05,0.05089687763082858,0.00040850948108520963,0.0005324343904460786,4.049583309861247e-05,0.023058693359124388,0.0008772271001354791,0.00328460218000816,0.00014887916633089492,0.05729760613977518,0.001292289139618718,0.0032755710484613917,0.0001528388353969376,0.057217953369189514,0.0013285768811407866,0.014061701692308411,0.00023517087676018853,0.16646184345442294,0.002111484232287395,0.007337551126801592,0.00032709481474629094,0.0,0.0,0.0,0.0,0.024666666666666667,0.005962847939999439,0.006333333333333334,0.00322635347182329,0.005666666666666667,0.0036031175584972075,0.013000000000000001,0.005913608055486779,1.5987311228097403,0.051109655095421015,1.5866914820421758,0.07774282707485307,1.6022339531683527,0.0756891023585976,300.0,0.0
"[50, 50]",50_50,P_I_R,0.02,2.0,NN_projection,0.0024226269194594953,3.479858246912466e-05,0.049218985474296886,0.0003530145970560208,0.0004346458046240654,3.6877969860208785e-05,0.020830199787623297,0.0008876826316246736,0.0017719547573723862,0.0001274448118023239,0.042069226058110844,0.0014991142100214882,0.0013116323864608283,0.00012749216683002404,0.03617629865989467,0.001749526772386238,2.407491392069915e-06,2.1802162584746758e-08,2.0218013408238747e-09,1.3850645617201416e-10,0.009791060922085254,0.0003722332349653535,0.0,0.0,0.0,0.0,0.024666666666666667,0.005962847939999439,0.006333333333333334,0.00322635347182329,0.005666666666666667,0.0036031175584972075,0.013000000000000001,0.005913608055486779,1.5987311228097403,0.051109655095421015,1.5866914820421758,0.07774282707485307,1.6022339531683527,0.0756891023585976,300.0,0.0
"[50, 50]",50_50,P_I_R,0.05,5.0,NN,0.00342265614423952,0.0001331617144603809,0.058492932739457326,0.00113923509742309,0.0018969967673451774,0.00015811204279435204,0.04351750002999951,0.0018421836253893471,0.00405704858494081,0.00045050871228605725,0.0636040113885385,0.0034910894435127553,0.004039130916434186,0.0004617706663089785,0.06345796200650644,0.003586227223694829,0.014513271634921924,0.0006491704655564587,0.17272646004314005,0.00558460952588171,0.0077907335728312505,0.0009588095818117686,0.0,0.0,0.0,0.0,0.06466666666666668,0.01432292563795572,0.016833333333333332,0.0067082039324993705,0.017,0.007246697170645461,0.03166666666666666,0.011055415967851335,3.9968278070243506,0.12777413773855265,3.96672870510544,0.19435706768713298,4.005584882920882,0.18922275589649407,300.0,0.0
"[50, 50]",50_50,P_I_R,0.05,5.0,NN_projection,0.003268293231402951,0.00011835702084180356,0.05716008771759743,0.0010349693712824858,0.0018578485639320786,0.00015395970170129357,0.043066286883258434,0.0018190506549356574,0.0026279003940173186,0.00041447133548445,0.05111775615877987,0.0039570588903803956,0.0021346234273988676,0.000410177724249195,0.046005012689425695,0.004372429752635859,2.4314700577423486e-06,5.28802142649548e-08,1.936886786164092e-09,1.7515030604565113e-10,0.010265273733437292,0.0010499984274371973,0.0,0.0,0.0,0.0,0.06466666666666668,0.01432292563795572,0.016833333333333332,0.0067082039324993705,0.017,0.007246697170645461,0.03166666666666666,0.011055415967851335,3.9968278070243506,0.12777413773855265,3.96672870510544,0.19435706768713298,4.005584882920882,0.18922275589649407,300.0,0.0
"[50, 50]",50_50,P_I_R,0.1,10.0,NN,0.006405408394439949,0.0004210297683292207,0.07999226965008621,0.002644794423977055,0.0067412299458140135,0.0005601501361190303,0.08203401441884164,0.003501942940906524,0.006859352546974872,0.0012185396292256443,0.082519742437366,0.007243483826363384,0.006804887155208011,0.0012489604172461449,0.08217197391000064,0.007444804542497094,0.016391854922246214,0.0015188825761644172,0.1967198842365392,0.015112689920547822,0.009093981381942364,0.002564062528778043,0.0,0.0,0.0,0.0,0.121,0.017205330331407927,0.0315,0.009395469855263737,0.034333333333333334,0.00859076071082435,0.059,0.013027187046295961,7.993655614048701,0.2555482754771053,7.93345741021088,0.38871413537426597,8.011169765841764,0.37844551179298813,300.0,0.0
"[50, 50]",50_50,P_I_R,0.1,10.0,NN_projection,0.006319198059912001,0.00040323503720089937,0.07945470060764448,0.002544056284875107,0.0069439079863323925,0.000555744463977812,0.08326326078742005,0.0034239695919809202,0.005752766541374082,0.001256741260375153,0.07543524496571838,0.008097456282597152,0.005174444625300091,0.0012435351420157137,0.0714559731539762,0.0084907705879492,2.5336562093435285e-06,1.0704795903944708e-07,1.7918378558540457e-09,2.0429161538700584e-10,0.011612844104419586,0.0026730019821297607,0.0,0.0,0.0,0.0,0.121,0.017205330331407927,0.0315,0.009395469855263737,0.034333333333333334,0.00859076071082435,0.059,0.013027187046295961,7.993655614048701,0.2555482754771053,7.93345741021088,0.38871413537426597,8.011169765841764,0.37844551179298813,300.0,0.0
"[50, 50]",50_50,P_only,0.005,0.5,NN,0.0024223805437099573,5.279708280295595e-06,0.04921765750673357,5.363875101797638e-05,0.00028085877279223346,8.715035997018553e-06,0.016756928994794557,0.00025976397312487976,0.003119697857436595,6.338955676245667e-06,0.05585422810034842,5.676128076029333e-05,0.003114120790615192,7.054472868204168e-06,0.055804273967477856,6.322539351145848e-05,0.014007017532177545,5.502160839237153e-05,0.16529538813515174,9.932373501925481e-05,0.00716353160653133,7.619773277711404e-06,0.0,0.0,0.0,0.0,0.003,0.002840805420755968,0.003,0.002840805420755968,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,0.0,0.0,300.0,0.0
"[50, 50]",50_50,P_only,0.005,0.5,NN_projection,0.002252221081173956,5.250173065267357e-06,0.04745754075048828,5.5318120190841656e-05,0.00017405919404706198,6.77472844694788e-06,0.01319079433064948,0.0002557527045029196,0.0015725038428655784,1.765346293748961e-06,0.0396548026340874,2.226437215230319e-05,0.0011257424495731813,2.0849681619445527e-06,0.03355207194202996,3.108511282129448e-05,2.406045424006296e-06,8.432836041134917e-10,1.8354468175551087e-09,6.326993845030672e-11,0.009596456795463853,1.0543837988754765e-05,0.0,0.0,0.0,0.0,0.003,0.002840805420755968,0.003,0.002840805420755968,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,0.0,0.0,300.0,0.0
"[50, 50]",50_50,P_only,0.01,1.0,NN,0.002433417092754569,1.0563226678514807e-05,0.04932956721352638,0.0001070724336843891,0.0003260193959753926,1.8112430071881972e-05,0.018049431021230678,0.0004999324009338726,0.003119275286577596,1.2660434318390028e-05,0.055850363195357765,0.00011340437299091632,0.0031136566752505324,1.4109037073312005e-05,0.05580001320802076,0.00012649624600828398,0.014015174771181499,0.00010978426602128187,0.1652870125278704,0.0002007371416722668,0.007166248671968377,1.523148263212593e-05,0.0,0.0,0.0,0.0,0.005,0.002961744388795462,0.005,0.002961744388795462,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,0.0,0.0,0.0,0.0,300.0,0.0
