architecture,architecture_id,noise_case,noise_std,noise_std_percent,noise_seed,model_type,projection_failures,resampled_impossible_values,actual_abs_noise_mean_P_percent,actual_abs_noise_mean_I_percent,actual_abs_noise_mean_R_percent,outside_domain_fraction_any,outside_domain_fraction_P,outside_domain_fraction_I,outside_domain_fraction_R,n_total,n_valid,mse_all,rmse_all,mse_O2X,rmse_O2X,mse_O2plus,rmse_O2plus,mse_ne,rmse_ne,phys_rmse_P,phys_rmse_I,phys_rmse_ne
"[50, 50]",50_50,R_only,0.01,1.0,1001,NN,0,0,0.0,0.0,0.7632041321250462,0.01,0.0,0.0,0.01,300,300,0.002436635056120389,0.049362283740933106,0.00026755568570302506,0.01635712950682439,0.0031663006384547916,0.05626989104712032,0.003160157335839403,0.05621527671229061,0.014008622840024925,0.16456833790291162,0.0071485577342373105
"[50, 50]",50_50,R_only,0.01,1.0,1001,NN_projection,0,0,0.0,0.0,0.7632041321250462,0.01,0.0,0.0,0.01,300,300,0.002267334314932966,0.04761653404998065,0.0001591803962631088,0.012616671362253548,0.0016316732566405475,0.04039397549933093,0.0011835696898686975,0.034403047682853585,2.399359461520168e-06,2.1056351154434983e-09,0.009596116983866981
"[50, 50]",50_50,R_only,0.01,1.0,1002,NN,0,0,0.0,0.0,0.7405725750822174,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.002424332214725205,0.049237508209953165,0.00026489766864585586,0.01627567721005353,0.003088429457179497,0.05557363994898568,0.0030812777525003597,0.05550925825932427,0.014049514942848012,0.16557419484799343,0.007184425641111238
"[50, 50]",50_50,R_only,0.01,1.0,1002,NN_projection,0,0,0.0,0.0,0.7405725750822174,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0022562888375447995,0.04750040881450179,0.00015885537389007231,0.01260378410994382,0.0015374413067053667,0.039210219416695016,0.0010802328084168963,0.03286689532670977,2.4062369685636396e-06,2.0955510624839907e-09,0.009622690260736314
"[50, 50]",50_50,R_only,0.01,1.0,1003,NN,0,0,0.0,0.0,0.791639998195989,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0024323207096881654,0.04931856354039689,0.0002682079660183608,0.01637705608521754,0.0031353083620850614,0.05599382432094687,0.0031356045223282837,0.05599646883802838,0.013982587164696572,0.16603649925890873,0.007071648074746866
"[50, 50]",50_50,R_only,0.01,1.0,1003,NN_projection,0,0,0.0,0.0,0.791639998195989,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.002263256882333611,0.04757369948126392,0.00015912620178703464,0.012614523446687736,0.001581750855146789,0.0397712315015111,0.0011463339823400609,0.033857554287633665,2.4039607268875743e-06,1.8891476641378355e-09,0.009505055898420685
"[50, 50]",50_50,R_only,0.01,1.0,1004,NN,0,0,0.0,0.0,0.828502462745801,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0024466766210224085,0.04946389209334834,0.0002681689888089223,0.016375866047599507,0.0032019116808318683,0.05658543700310061,0.0031901947003720042,0.05648180857915232,0.013989938039885678,0.164306322735231,0.007361745333145262
"[50, 50]",50_50,R_only,0.01,1.0,1004,NN_projection,0,0,0.0,0.0,0.828502462745801,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0022752735935007823,0.0476998280238072,0.0001611648944774969,0.012695073630251102,0.0016821903832688492,0.04101451430004809,0.001223614492172133,0.034980201431268704,2.401730605598856e-06,1.9992036801840528e-09,0.009796633799911622
"[50, 50]",50_50,R_only,0.01,1.0,1005,NN,0,0,0.0,0.0,0.8214947699377682,0.02,0.0,0.0,0.02,300,300,0.0024554851785612763,0.04955285237563299,0.00026672837337504343,0.016331820883632157,0.003178388129696234,0.05637719512086633,0.0031666405390922605,0.05627291123704425,0.014007203067723671,0.16663532446106857,0.007241139071893497
"[50, 50]",50_50,R_only,0.01,1.0,1005,NN_projection,0,0,0.0,0.0,0.8214947699377682,0.02,0.0,0.0,0.02,300,300,0.0022846462341734883,0.047797973117837206,0.00015937268403291735,0.012624289446654705,0.0016325869618359565,0.0404052838356069,0.001165885651227762,0.034145067743786395,2.416105932416845e-06,1.9763784936661615e-09,0.009693544009650192
"[50, 50]",50_50,R_only,0.01,1.0,1006,NN,0,0,0.0,0.0,0.7955842310714158,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0024417522673541173,0.0494140897655124,0.00026715520926063864,0.016344883274610394,0.0031765800600748613,0.05636115736990203,0.0031717077838195194,0.05631791707635785,0.013976564108437424,0.16551511981401118,0.007237880515892277
"[50, 50]",50_50,R_only,0.01,1.0,1006,NN_projection,0,0,0.0,0.0,0.7955842310714158,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.002272263547011693,0.04766826561782685,0.00015896828992317848,0.012608262763885375,0.0016780830193765825,0.04096441162004628,0.001226954560420288,0.035027911162675514,2.3973863793053477e-06,1.9529200006854258e-09,0.009680598003476667
"[50, 50]",50_50,R_only,0.01,1.0,1007,NN,0,0,0.0,0.0,0.8217286242180557,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0024369246715726534,0.04936521722399947,0.00026859537839327374,0.01638887971745701,0.0031170111594637047,0.055830199350026546,0.00311360853341669,0.05579971804065582,0.014061797007215857,0.16502450554359618,0.007086373393010279
"[50, 50]",50_50,R_only,0.01,1.0,1007,NN_projection,0,0,0.0,0.0,0.8217286242180557,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.002267947119383248,0.04762296840163628,0.00015983885265116626,0.012642739127703547,0.0015406935871352951,0.039251669864291065,0.0010936611871578841,0.0330705486370862,2.399826288901556e-06,1.917125541937059e-09,0.009526279778066336
"[50, 50]",50_50,R_only,0.01,1.0,1008,NN,0,0,0.0,0.0,0.8415205207131093,0.01,0.0,0.0,0.01,300,300,0.002459553169564271,0.04959388238043348,0.00026972469378562064,0.016423297287256923,0.00316898736376379,0.05629375954547529,0.0031628443250597037,0.05623917073588215,0.014025647220530405,0.16722791340325252,0.00724926989311928
"[50, 50]",50_50,R_only,0.01,1.0,1008,NN_projection,0,0,0.0,0.0,0.8415205207131093,0.01,0.0,0.0,0.01,300,300,0.00228902205108892,0.04784372530529912,0.00016162752566099972,0.01271328146707213,0.0016451986611724482,0.040561048570918974,0.0011935366343598906,0.034547599545552955,2.405696898932247e-06,1.8139870346398904e-09,0.00967398370485038
"[50, 50]",50_50,R_only,0.01,1.0,1009,NN,0,0,0.0,0.0,0.799879222817334,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0024202476365810352,0.04919601240528581,0.00026465935371882586,0.016268354364188956,0.00312743224451377,0.05592344986241255,0.003117373966755745,0.055833448458390465,0.014021001388874162,0.16380152090331043,0.007197678294240347
"[50, 50]",50_50,R_only,0.01,1.0,1009,NN_projection,0,0,0.0,0.0,0.799879222817334,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0022534111636316376,0.047470108106382455,0.000157821235896135,0.012562692223251154,0.001619634148917963,0.04024467851676745,0.0011728525702278335,0.03424693519466864,2.396988540640264e-06,1.763935038223345e-09,0.00961198320894327
"[50, 50]",50_50,R_only,0.01,1.0,1010,NN,0,0,0.0,0.0,0.8126320656002658,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0024311173656554968,0.049306362324303514,0.00026501199255057,0.016279188940195085,0.003108408838888328,0.055753106091843245,0.0030869470019596343,0.055560300592776085,0.013987206822470736,0.16629465207114516,0.007440430356351883
"[50, 50]",50_50,R_only,0.01,1.0,1010,NN_projection,0,0,0.0,0.0,0.8126320656002658,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0022662791484500807,0.04760545292768551,0.00015754012156740763,0.01255149877773199,0.00163654326001265,0.04045421189459325,0.0011532748982437447,0.033959901328533694,2.411601366462375e-06,1.9080524580154548e-09,0.009906658490056446
"[50, 50]",50_50,R_only,0.01,1.0,1011,NN,0,0,0.0,0.0,0.8254340633431438,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0024426931944979335,0.049423609687050715,0.00026404175226006616,0.01624936159546172,0.003171555843201813,0.05631656810568106,0.0031686881270684623,0.056291101668633756,0.013962064427611874,0.16450295681369043,0.007135167700936885
"[50, 50]",50_50,R_only,0.01,1.0,1011,NN_projection,0,0,0.0,0.0,0.8254340633431438,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0022736348501378135,0.04768264726436457,0.0001590713787994709,0.01261235024884224,0.001663178404480816,0.04078208435674685,0.0012174831463933294,0.03489245113765053,2.407313967004805e-06,1.857414870567084e-09,0.009557010626213225
"[50, 50]",50_50,R_only,0.01,1.0,1012,NN,0,0,0.0,0.0,0.799760209534768,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.002439160521280092,0.049387858034947135,0.00026798243042652347,0.016370168918692425,0.0031173290167911625,0.05583304592077314,0.003117009554511331,0.05583018497651007,0.014005283001735324,0.16548280491434672,0.007022503577742256
"[50, 50]",50_50,R_only,0.01,1.0,1012,NN_projection,0,0,0.0,0.0,0.799760209534768,0.0033333333333333335,0.0,0.0,0.0033333333333333335,300,300,0.0022685218680019072,0.047629002383021916,0.0001617538885071265,0.012718250214047785,0.0015296649306911036,0.03911093108954457,0.0011015108690584448,0.03318901729576284,2.4155122108098537e-06,1.9456348403353974e-09,0.00941744017598409
"[50, 50]",50_50,R_only,0.01,1.0,1013,NN,0,0,0.0,0.0,0.7826788816669268,0.01,0.0,0.0,0.01,300,300,0.0024369726803352624,0.04936570348263319,0.00027015617324869823,0.016436428238784065,0.003115425360381009,0.055815995560242485,0.0031081294690841568,0.055750600616353514,0.014054188406505304,0.16625314972546054,0.007171626087663583
"[50, 50]",50_50,R_only,0.01,1.0,1013,NN_projection,0,0,0.0,0.0,0.7826788816669268,0.01,0.0,0.0,0.01,300,300,0.0022682717040362036,0.04762637613797845,0.0001601735814341667,0.01265597018936781,0.0015627337221161385,0.03953142701846391,0.0011096487897960465,0.03331139129180957,2.4092801764063277e-06,2.0442198037612814e-09,0.00962297462545191
"[50, 50]",50_50,R_only,0.01,1.0,1014,NN,0,0,0.0,0.0,0.82495807397621,0.01,0.0,0.0,0.01,300,300,0.002437223445157,0.0493682432861146,0.00026456004121555864,0.01626530175605601,0.003199273057774848,0.05656211680776143,0.0032031993369233784,0.056596813840739994,0.0140496110859407,0.1649861859656321,0.00709774498930472
"[50, 50]",50_50,R_only,0.01,1.0,1014,NN_projection,0,0,0.0,0.0,0.82495807397621,0.01,0.0,0.0,0.01,300,300,0.002263272619447938,0.047573864878186406,0.00015974301307784868,0.012638948258373743,0.0016229985904701203,0.04028645666312837,0.0011993156234028593,0.034631136617253255,2.385920969878794e-06,2.128600531808634e-09,0.009502001296015321
"[50, 50]",50_50,R_only,0.01,1.0,1015,NN,0,0,0.0,0.0,0.7832981542358909,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0024421214274042034,0.04941782499669733,0.0002646318534274958,0.016267509134083674,0.003158300741145307,0.05619876102856101,0.003150791158498202,0.05613190855919832,0.014059903725042963,0.16520613695361355,0.007220171117389163
"[50, 50]",50_50,R_only,0.01,1.0,1015,NN_projection,0,0,0.0,0.0,0.7832981542358909,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0022712427019078297,0.04765755660866207,0.0001573743636887953,0.012544893928957523,0.0015923548845281218,0.03990432162721379,0.0011434106699211668,0.033814355973774905,2.409904986076074e-06,1.8683976346446215e-09,0.009646371726549191
"[50, 50]",50_50,R_only,0.01,1.0,1016,NN,0,0,0.0,0.0,0.8051775498178044,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.002433240017545351,0.04932788275960515,0.00027218140508205636,0.01649792123517555,0.003119430349176164,0.055851860749451886,0.003101544381266558,0.05569151085458679,0.014038545150217952,0.16455371180532938,0.007372332217829335
"[50, 50]",50_50,R_only,0.01,1.0,1016,NN_projection,0,0,0.0,0.0,0.8051775498178044,0.006666666666666667,0.0,0.0,0.006666666666666667,300,300,0.0022676022092868744,0.047619347006094846,0.00016128400104215774,0.012699763818361258,0.001622510972064373,0.040280404318531526,0.0011530902985180296,0.03395718331248971,2.407923567146205e-06,1.996900116965971e-09,0.009827522067776859
"[50, 50]",50_50,R_only,0.01,1.0,1017,NN,0,0,0.0,0.0,0.8098970356848719,0.01,0.0,0.0,0.01,300,300,0.002454446862352504,0.04954237441173469,0.0002689110224043991,0.01639850671263695,0.0031887500147813417,0.05646901818503082,0.0031821347718103345,0.05641041368231875,0.014033393719067963,0.1653267049261204,0.007159090256090733
"[50, 50]",50_50,R_only,0.01,1.0,1017,NN_projection,0,0,0.0,0.0,0.8098970356848719,0.01,0.0,0.0,0.01,300,300,0.002281255008379217,0.04776248536643813,0.00015903213962899004,0.012610794567710238,0.0016098094000485444,0.04012243013637814,0.0011609216980301104,0.03407230103808826,2.4078808125659554e-06,1.9705350411520814e-09,0.009605738148887058
"[50, 50]",50_50,R_only,0.01,1.0,1018,NN,0,0,0.0,0.0,0.7978877571106031,0.01,0.0,0.0,0.01,300,300,0.0024503795082530693,0.04950130814688708,0.00026460589845767274,0.01626671135963483,0.003207248761541504,0.056632576857684164,0.003182223252932597,0.05641119793917336,0.014007887667232467,0.16742674269020147,0.007575231811595751
"[50, 50]",50_50,R_only,0.01,1.0,1018,NN_projection,0,0,0.0,0.0,0.7978877571106031,0.01,0.0,0.0,0.01,300,300,0.0022789930979461985,0.04773880075940533,0.00015908950394589888,0.0126130687759125,0.001686675635201742,0.04106915673838144,0.00118773148587302,0.034463480466618866,2.4211815289998285e-06,2.0081385335618963e-09,0.010057433801218625
"[50, 50]",50_50,R_only,0.01,1.0,1019,NN,0,0,0.0,0.0,0.7784601206466657,0.013333333333333334,0.0,0.0,0.013333333333333334,300,300,0.002433532614329223,0.04933084850607399,0.00026607420085319534,0.016311781044790766,0.0031289289459391135,0.05593682995968858,0.003120611352083267,0.05586243238602547,0.014016830784022207,0.16551786556472026,0.007236166084264021
"[50, 50]",50_50,R_only,0.01,1.0,1019,NN_projection,0,0,0.0,0.0,0.7784601206466657,0.013333333333333334,0.0,0.0,0.013333333333333334,300,300,0.0022654158792003855,0.04759638514845834,0.00015638846031852126,0.012505537186323556,0.0016109069239092547,0.040136104991755926,0.0011591687171932342,0.03404656689290764,2.4035940460624686e-06,2.171522920000291e-09,0.009686789968089941
"[50, 50]",50_50,P_I_R,0.01,1.0,1000,NN,0,0,0.763000779573515,0.774660602436955,0.7702743164131522,0.01,0.0033333333333333335,0.0,0.006666666666666667,300,300,0.00245791825113346,0.04957739657478456,0.0003079335883636312,0.017548036595688737,0.0031243978845273126,0.05589631369354613,0.0031162966820661806,0.05582380031909491,0.013869335983994462,0.16456797820771857,0.007156563804198189
"[50, 50]",50_50,P_I_R,0.01,1.0,1000,NN_projection,0,0,0.763000779573515,0.774660602436955,0.7702743164131522,0.01,0.0033333333333333335,0.0,0.006666666666666667,300,300,0.0022900586107366585,0.04785455684401078,0.0002081102634034086,0.014426027291094684,0.0016231865019742254,0.04028878878762956,0.001170159983508138,0.03420760125334921,2.4079098322808147e-06,1.909234438677282e-09,0.009609023141559064
"[50, 50]",50_50,P_I_R,0.01,1.0,1001,NN,0,0,0.7632041321250462,0.8635016098886592,0.8275389727370585,0.02,0.006666666666666667,0.006666666666666667,0.006666666666666667,300,300,0.002472889517124385,0.04972815618062251,0.0003310907171485754,0.01819589836058048,0.0031799931630078896,0.056391428098673736,0.0031734310723657917,0.05633321464611967,0.013963204743166008,0.1641392490930065,0.007256758827223275
"[50, 50]",50_50,P_I_R,0.01,1.0,1001,NN_projection,0,0,0.7632041321250462,0.8635016098886592,0.8275389727370585,0.02,0.006666666666666667,0.006666666666666667,0.006666666666666667,300,300,0.002301556494524792,0.047974540065797315,0.000226514182571273,0.015050388120286898,0.0016321056839151975,0.04039932776563488,0.0011833389968437177,0.03439969472021107,2.405897447563968e-06,2.0708592848406396e-09,0.009699221051982506
"[50, 50]",50_50,P_I_R,0.01,1.0,1002,NN,0,0,0.7405725750822174,0.7860109003386576,0.8171928726309998,0.02,0.006666666666666667,0.0,0.013333333333333334,300,300,0.002441527337552768,0.04941181374481985,0.00030747394085704993,0.017534934868913825,0.0030843543597929087,0.055536963905068744,0.0030669228924669724,0.05537980581824906,0.014114461177260952,0.16677697047612416,0.007383017535044635
"[50, 50]",50_50,P_I_R,0.01,1.0,1002,NN_projection,0,0,0.7405725750822174,0.7860109003386576,0.8171928726309998,0.02,0.006666666666666667,0.0,0.013333333333333334,300,300,0.002277103681656952,0.04771900755104775,0.00020276116456931706,0.01423942290155458,0.0015677873279335835,0.03959529426502073,0.0010883407415859855,0.032990009723944995,2.428330679458384e-06,1.7575927545855013e-09,0.009878796455642503
"[50, 50]",50_50,P_I_R,0.01,1.0,1003,NN,0,0,0.791639998195989,0.7622680777099677,0.8104711698081631,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,300,300,0.0024441001470040784,0.0494378412453869,0.0003380513036852588,0.01838617153420632,0.0031514166531715093,0.056137479932497056,0.0031338206404165994,0.05598053805043856,0.01405855234056841,0.16448987008029567,0.007599549112960736
"[50, 50]",50_50,P_I_R,0.01,1.0,1003,NN_projection,0,0,0.791639998195989,0.7622680777099677,0.8104711698081631,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,300,300,0.002277269577777839,0.04772074577977422,0.0002271500896366664,0.015071499249798156,0.0016691224969100004,0.04085489562965497,0.0011798819140761603,0.03434940922455815,2.410887498943219e-06,2.060863709460451e-09,0.010093526989168043
"[50, 50]",50_50,P_I_R,0.01,1.0,1004,NN,0,0,0.828502462745801,0.7469528904995553,0.8091816777794167,0.013333333333333334,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,300,300,0.00250732145306848,0.050073161005357754,0.00035745408619416937,0.01890645620401056,0.003225405707274697,0.05679265539904519,0.003218929033988085,0.056735606403634085,0.013962544222184212,0.16572020318291378,0.00723534425273464
"[50, 50]",50_50,P_I_R,0.01,1.0,1004,NN_projection,0,0,0.828502462745801,0.7469528904995553,0.8091816777794167,0.013333333333333334,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,300,300,0.002335670327292519,0.048328773285616494,0.00025692748015073927,0.01602895755034429,0.0017014408139918997,0.041248524991712124,0.0012586006801794322,0.03547676253802526,2.3924030001814163e-06,2.024305790853439e-09,0.009648091385422572
"[50, 50]",50_50,P_I_R,0.01,1.0,1005,NN,0,0,0.8214947699377682,0.8209241656520739,0.8269327575228157,0.016666666666666666,0.01,0.0,0.006666666666666667,300,300,0.002444060494109421,0.049437440205874546,0.0003281854656154267,0.01811588986540343,0.003105847269608738,0.05573012892151549,0.003100606231407974,0.055683087480921656,0.014134163746035284,0.1647723161030891,0.007315169584754906
"[50, 50]",50_50,P_I_R,0.01,1.0,1005,NN_projection,0,0,0.8214947699377682,0.8209241656520739,0.8269327575228157,0.016666666666666666,0.01,0.0,0.006666666666666667,300,300,0.002278499006812535,0.04773362553601533,0.00022797077597194246,0.015098701135261353,0.0015804220344106045,0.03975452218818137,0.0011179870920631667,0.033436313972433726,2.4172581925133516e-06,2.007950550811985e-09,0.009773824414962884
"[50, 50]",50_50,P_I_R,0.01,1.0,1006,NN,0,0,0.7955842310714158,0.8191210156665669,0.7558387302422142,0.016666666666666666,0.0,0.006666666666666667,0.01,300,300,0.002496004165637644,0.04996002567691137,0.000338150457725072,0.018388867766262064,0.0033220331764306807,0.05763708160924424,0.0033258100301214815,0.05766983639756126,0.013995116521489654,0.16685025532672218,0.007308891911615732
"[50, 50]",50_50,P_I_R,0.01,1.0,1006,NN_projection,0,0,0.7955842310714158,0.8191210156665669,0.7558387302422142,0.016666666666666666,0.0,0.006666666666666667,0.01,300,300,0.002314533364593014,0.04810959742705206,0.00024062227421793966,0.015512004197328585,0.0017054987444074616,0.041297684492080926,0.0012500488316598013,0.03535602963653868,2.407306406840158e-06,2.180289044752569e-09,0.009753255754232432
"[50, 50]",50_50,P_I_R,0.01,1.0,1007,NN,0,0,0.8217286242180557,0.7776734890504349,0.8227831717341322,0.02,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,300,300,0.0024817353485424585,0.04981701866373035,0.00033551512947808265,0.018317072077111085,0.0032288027114442956,0.05682255460153385,0.00323631135907428,0.05688858724800854,0.0138235239316467,0.1666582310279472,0.007074098708908203
"[50, 50]",50_50,P_I_R,0.01,1.0,1007,NN_projection,0,0,0.8217286242180557,0.7776734890504349,0.8227831717341322,0.02,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,300,300,0.002306447030733434,0.04802548313899022,0.00022286356849263435,0.014928615759427742,0.0016631445175893857,0.04078166889166487,0.0012409980852895904,0.035227802731501584,2.3826179250513124e-06,2.0075493470940156e-09,0.009488323543449407
"[50, 50]",50_50,P_I_R,0.01,1.0,1008,NN,0,0,0.8415205207131093,0.7687035651902336,0.7997204981216613,0.023333333333333334,0.01,0.0,0.013333333333333334,300,300,0.002462454838110063,0.04962312805648252,0.00035821817245684665,0.01892665243662615,0.0031041351854253388,0.05571476631401534,0.003101516081667551,0.0556912567793864,0.014156131807349185,0.16707071624067296,0.0071610028210468205
"[50, 50]",50_50,P_I_R,0.01,1.0,1008,NN_projection,0,0,0.8415205207131093,0.7687035651902336,0.7997204981216613,0.023333333333333334,0.01,0.0,0.013333333333333334,300,300,0.0022938724816894194,0.04789438883302948,0.0002473714901879473,0.015728047882300818,0.0015762481117932998,0.0397019912824697,0.0011272394849540252,0.033574387335497655,2.418176061582844e-06,2.0765396731237156e-09,0.009612305595230878
"[50, 50]",50_50,P_I_R,0.01,1.0,1009,NN,0,0,0.799879222817334,0.8045855447960543,0.7586761708341161,0.01,0.006666666666666667,0.0,0.0033333333333333335,300,300,0.002433580683056288,0.049331335711252415,0.00031629496371624976,0.0177846834021933,0.0030812581984490093,0.0555090821258018,0.003066282855420189,0.05537402690269319,0.014268631601661424,0.16530442482684218,0.0072963976094501445
"[50, 50]",50_50,P_I_R,0.01,1.0,1009,NN_projection,0,0,0.799879222817334,0.8045855447960543,0.7586761708341161,0.01,0.006666666666666667,0.0,0.0033333333333333335,300,300,0.002270592699267992,0.047650736607821625,0.0002142498833850599,0.014637277184813434,0.0015775264932359886,0.03971808773387748,0.0011156460970696397,0.033401288853420606,2.4002952366201575e-06,2.1056937018951203e-09,0.009728054332788288
"[50, 50]",50_50,P_I_R,0.01,1.0,1010,NN,0,0,0.8126320656002658,0.7676469842946005,0.8114128449608321,0.01,0.006666666666666667,0.0,0.0033333333333333335,300,300,0.002466691784103464,0.04966580095099105,0.00031728673034481063,0.01781254418506269,0.003259349333271939,0.05709071144478705,0.0032362644366815234,0.05688817484048441,0.014052627548102438,0.16639373650002034,0.007519011938004891
"[50, 50]",50_50,P_I_R,0.01,1.0,1010,NN_projection,0,0,0.8126320656002658,0.7676469842946005,0.8114128449608321,0.01,0.006666666666666667,0.0,0.0033333333333333335,300,300,0.0022945341241461885,0.04790129564162319,0.00021742573014115252,0.01474536300472635,0.0017178304625055474,0.04144671835628905,0.0012327026728610516,0.035109865748263004,2.4011180413069396e-06,2.0699745326579006e-09,0.009977029521492736
"[50, 50]",50_50,P_I_R,0.01,1.0,1011,NN,0,0,0.8254340633431438,0.8300826317156019,0.8826906666911951,0.023333333333333334,0.006666666666666667,0.0033333333333333335,0.013333333333333334,300,300,0.0024566586758144335,0.04956469182608153,0.00031696458435616007,0.01780349921661919,0.0032084791989483202,0.05664343915184106,0.0032158032232850395,0.056708052543576554,0.014165996016056172,0.16692257055169324,0.007097167609184889
"[50, 50]",50_50,P_I_R,0.01,1.0,1011,NN_projection,0,0,0.8254340633431438,0.8300826317156019,0.8826906666911951,0.023333333333333334,0.006666666666666667,0.0033333333333333335,0.013333333333333334,300,300,0.002287808533232316,0.047831041523599675,0.00023083292499160552,0.015193186795126476,0.001683449211142886,0.04102985755694121,0.0012601577752836594,0.03549870103656836,2.38796004609699e-06,1.9631186544743123e-09,0.009508397019404211
"[50, 50]",50_50,P_I_R,0.01,1.0,1012,NN,0,0,0.799760209534768,0.7085772176595742,0.717332690465873,0.016666666666666666,0.006666666666666667,0.0,0.01,300,300,0.0024669272751242973,0.04966817165070904,0.0003576091458380227,0.01891055646558352,0.00314479785350939,0.05607849724724611,0.0031468695172807873,0.056096965312579856,0.013995468141979881,0.1646754776870098,0.007043638536840042
"[50, 50]",50_50,P_I_R,0.01,1.0,1012,NN_projection,0,0,0.799760209534768,0.7085772176595742,0.717332690465873,0.016666666666666666,0.006666666666666667,0.0,0.01,300,300,0.0022950110747081095,0.04790627385539507,0.0002446154302531099,0.015640186388055286,0.001580416077760529,0.03975444727021782,0.0011446604782386044,0.033832831365976514,2.4080564750920196e-06,1.9274190297243375e-09,0.009464818531343872
"[50, 50]",50_50,P_I_R,0.01,1.0,1013,NN,0,0,0.7826788816669268,0.8345400987181728,0.8185002023328719,0.013333333333333334,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,300,300,0.0024837003457506518,0.04983673690913814,0.0003545930744860736,0.018830641903187305,0.0032236729269685366,0.05677739802922054,0.0032135705402078604,0.05668836335799315,0.013927684278706397,0.16326831768639083,0.007223923000787066
"[50, 50]",50_50,P_I_R,0.01,1.0,1013,NN_projection,0,0,0.7826788816669268,0.8345400987181728,0.8185002023328719,0.013333333333333334,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,300,300,0.002310608326996257,0.04806878745086313,0.0002469729195518582,0.015715372078059692,0.0016797207163497933,0.040984396010552517,0.001225218090849296,0.035003115444904274,2.4031102874251763e-06,1.942025206759008e-09,0.009650682231140973
"[50, 50]",50_50,P_I_R,0.01,1.0,1014,NN,0,0,0.82495807397621,0.7658298623676871,0.7922777546966415,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.006666666666666667,300,300,0.0024587739069198474,0.049586025318831994,0.00033741054092685025,0.01836873814193153,0.0030728290968071188,0.05543310470113611,0.0030647704663677366,0.055360369095299,0.013872614521770474,0.16559864517673786,0.0071224887629902315
"[50, 50]",50_50,P_I_R,0.01,1.0,1014,NN_projection,0,0,0.82495807397621,0.7658298623676871,0.7922777546966415,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.006666666666666667,300,300,0.0022938863455975174,0.04789453356696897,0.00023059156576076093,0.015185241709000253,0.0015730258549412864,0.03966138997742372,0.0011181383068009675,0.03343857513114109,2.4186439471516997e-06,2.2296885716571993e-09,0.009561333129498884
"[50, 50]",50_50,P_I_R,0.01,1.0,1015,NN,0,0,0.7832981542358909,0.7811724564618937,0.7914312857128104,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.006666666666666667,300,300,0.0024732624143137816,0.04973190539597072,0.0003412712918081299,0.018473529489735574,0.0031542694905691863,0.056162883567078235,0.003155715814903345,0.05617575824947399,0.013955900334253521,0.16662607193044637,0.00697035417737199
"[50, 50]",50_50,P_I_R,0.01,1.0,1015,NN_projection,0,0,0.7832981542358909,0.7811724564618937,0.7914312857128104,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.006666666666666667,300,300,0.002301920384315665,0.047978332446174755,0.00023253860491562227,0.015249216534485379,0.0015938393617272615,0.03992291775067626,0.0011780163071069593,0.03432224216316526,2.3920664253994205e-06,1.8997131084313246e-09,0.00932953834848155
"[50, 50]",50_50,P_I_R,0.01,1.0,1016,NN,0,0,0.8051775498178044,0.8200795086828265,0.8466611489574832,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,300,300,0.002482605328282153,0.049825749650980196,0.00036541409491133947,0.01911580746166218,0.003193858625400898,0.05651423383007946,0.0031799195727821006,0.056390775600111236,0.013978253716229029,0.16556306747398275,0.007223086077706201
